,idOriginal,newClusters,xs,ys,point,xVal,yVal,centerX,centerY,distNoSqrt,dist,theta,spiralX,spiralY,spiral7X
159,003o0000005Be8G,0,-0.57068,-0.13186,160,-1.5,3,-0.33214761,-0.11164283,0.057306435,0.239387625,7.015007044,0.178094412,0.159965045,-9.821905588
160,003o0000005Be9h,0,-0.50166,0.02105,161,-1,3,-0.33214761,-0.11164283,0.046341837,0.215271544,6.322986659,0.215101055,0.008565836,-9.784898945
161,003o0000005Be8N,0,-0.32343,0.13153,162,-0.5,3,-0.33214761,-0.11164283,0.059209022,0.243329041,7.127804588,0.161574376,0.181941592,-9.838425624
162,003o0000005Be6e,0,-0.48579,-0.27835,163,0,3,-0.33214761,-0.11164283,0.051397265,0.226709648,6.651605591,0.211496848,0.081647704,-9.788503152
163,003o0000005Be6g,0,-0.51159,-0.01923,164,0.5,3,-0.33214761,-0.11164283,0.040739702,0.201840785,5.936197143,0.189811317,-0.068639394,-9.810188683
164,003o0000005Be7N,0,-0.52537,-0.25962,165,1,3,-0.33214761,-0.11164283,0.059232135,0.243376529,7.129163119,0.161358539,0.182196478,-9.838641461
165,003o0000005Be7O,0,-0.49777,-0.24824,166,1.5,3,-0.33214761,-0.11164283,0.046089563,0.214684799,6.306109945,0.214628389,0.00492114,-9.785371611
166,003o0000005Be7T,0,-0.26412,-0.09913,167,2,3,-0.33214761,-0.11164283,0.004784327,0.069168827,2.060842844,-0.03255548,0.061028415,-10.03255548
167,003o0000005Be9Z,0,-0.15458,-0.18165,168,2.5,3,-0.33214761,-0.11164283,0.03643126,0.190869746,5.619502776,0.150353645,-0.117579936,-9.849646355
168,003o0000005Be9W,0,-0.39149,-0.00045,169,3,3,-0.33214761,-0.11164283,0.015885365,0.126037156,3.734244603,-0.104543072,-0.070399651,-10.10454307
169,003o0000005Be9d,0,-0.34382,-0.1126,170,3.5,3,-0.33214761,-0.11164283,0.000137161,0.01171157,0.350936247,0.010997764,0.00402617,-9.989002236
170,003o0000005Be9O,0,-0.37898,0.08709,171,3.5,2.5,-0.33214761,-0.11164283,0.04168801,0.20417642,6.003532272,0.196244425,-0.05635722,-9.803755575
171,003o0000005Be88,0,-0.47947,-0.0887,172,3.5,2,-0.33214761,-0.11164283,0.02223026,0.149098156,4.407550727,-0.044750155,-0.142224062,-10.04475015
172,003o0000005Be8D,0,-0.26682,0.01931,173,3.5,1.5,-0.33214761,-0.11164283,0.02141634,0.146343228,4.327274576,-0.054976053,-0.135624386,-10.05497605
173,003o0000005Be8Q,0,-0.22674,0.02861,174,3.5,1,-0.33214761,-0.11164283,0.030781621,0.175446917,5.173167555,0.078011702,-0.157148958,-9.921988298
174,003o0000005Be7o,0,-0.49005,0.07669,175,3.5,0.5,-0.33214761,-0.11164283,0.06040242,0.245769037,7.197591236,0.149983334,0.194698277,-9.850016666
175,003o0000005Be9L,0,-0.36,0.00017,176,3.5,0,-0.33214761,-0.11164283,0.013277865,0.115229617,3.417656524,-0.110866535,-0.031408215,-10.11086654
176,003o0000005Be7x,0,-0.54972,0.08914,177,3.5,-0.5,-0.33214761,-0.11164283,0.08765149,0.296059943,8.628783695,-0.207116031,0.211552451,-10.20711603
177,003o0000005Be9U,0,-0.22618,-0.38221,178,3.5,-1,-0.33214761,-0.11164283,0.084435728,0.290578265,8.473446036,-0.168709498,0.236585784,-10.1687095
178,003o0000005Be80,0,-0.33614,0.0636,179,3.5,-1.5,-0.33214761,-0.11164283,0.030725989,0.175288302,5.16857034,0.077218559,-0.157363537,-9.922781441
179,003o0000005Be89,0,-0.21481,-0.48716,180,3.5,-2,-0.33214761,-0.11164283,0.15478126,0.393422495,11.36133634,0.140711899,-0.367398178,-9.859288101
180,003o0000005Be8w,0,-0.51589,0.13932,181,3.5,-2.5,-0.33214761,-0.11164283,0.096743608,0.311036345,9.05236085,-0.289714977,0.113176145,-10.28971498
181,003o0000005Be7s,0,-0.48466,0.26135,182,3.5,-3,-0.33214761,-0.11164283,0.16238368,0.402968585,11.6265942,0.2377388,-0.325367398,-9.7622612
182,003o0000005Be7v,0,-0.45318,0.12836,183,3.5,-3.5,-0.33214761,-0.11164283,0.072250198,0.268793969,7.854536335,-0.0001491,0.268793928,-10.0001491
183,003o0000005Be9M,0,-0.24834,-0.17354,184,3,-3.5,-0.33214761,-0.11164283,0.010854975,0.104187212,3.093496861,-0.104066732,0.005009035,-10.10406673
184,003o0000005Be8r,0,-0.30324,-0.22233,185,2.5,-3.5,-0.33214761,-0.11164283,0.0130873,0.114399736,3.393318953,-0.1107943,-0.028494254,-10.1107943
185,003o0000005Bdzb,0,-0.15568,-0.40553,186,2,-3.5,-0.33214761,-0.11164283,0.117510486,0.342798025,9.94673671,-0.297152498,-0.170911905,-10.2971525
186,003o0000005Be84,0,-0.28826,-0.22915,187,1.5,-3.5,-0.33214761,-0.11164283,0.015734057,0.125435471,3.716636831,-0.105261468,-0.068220823,-10.10526147
187,003o0000005Be8u,0,-0.29858,-0.37888,188,1,-3.5,-0.33214761,-0.11164283,0.072542489,0.26933713,7.869999057,-0.004313902,0.26930258,-10.0043139
188,003o0000005Be98,0,-0.3655,-0.23962,189,0.5,-3.5,-0.33214761,-0.11164283,0.017490538,0.132251798,3.9159896,-0.094539255,-0.092481713,-10.09453925
189,003o0000005Be8x,0,-0.21635,-0.58722,190,0,-3.5,-0.33214761,-0.11164283,0.239582731,0.48947189,14.00912153,0.062503503,0.48546477,-9.937496497
190,003o0000005Be8a,0,-0.4813,-0.36959,191,-0.5,-3.5,-0.33214761,-0.11164283,0.088783178,0.297965062,8.682732564,-0.21962642,0.201363883,-10.21962642
191,003o0000005Be9H,0,-0.28587,-0.50389,192,-1,-3.5,-0.33214761,-0.11164283,0.15599946,0.394967669,11.40430402,0.156977538,-0.362432769,-9.843022462
192,003o0000005Be7n,0,0.03149,-0.23238,193,-1.5,-3.5,-0.33214761,-0.11164283,0.146809776,0.383157638,11.07558167,0.030622746,-0.381931961,-9.969377254
193,003o0000005Be8g,0,-0.07241,-0.15261,194,-2,-3.5,-0.33214761,-0.11164283,0.069141935,0.262948541,7.68802745,0.043437385,0.259335938,-9.956562615
194,003o0000005Be9n,0,-0.29205,-0.01618,195,-2.5,-3.5,-0.33214761,-0.11164283,0.01072097,0.103542118,3.07453788,-0.103309425,0.006937791,-10.10330942
195,003o0000005Be96,0,-0.15397,-0.22007,196,-3,-3.5,-0.33214761,-0.11164283,0.043503712,0.208575435,6.130271531,0.206141662,-0.031769908,-9.793858338
196,003o0000005Beph,0,-0.471,-0.17194,197,-3.5,-3.5,-0.33214761,-0.11164283,0.022915735,0.15137944,4.473992827,-0.035747414,-0.147098121,-10.03574741
197,003o0000005Cue6,0,-0.43513,-0.32936,198,-3.5,-3,-0.33214761,-0.11164283,0.058006139,0.240844636,7.056714452,0.17231216,0.168269599,-9.82768784
198,003o0000005Bens,0,-0.412,-0.3237,199,-3.5,-2.5,-0.33214761,-0.11164283,0.051344648,0.226593573,6.648274358,0.211659238,0.080901265,-9.788340762
199,003o0000005EQHe,0,-0.30553,-0.08098,200,-3.5,-2,-0.33214761,-0.11164283,0.001648706,0.040604265,1.213208436,0.014212131,0.038035794,-9.985787869
200,003o0000005Cuim,0,-0.34263,-0.15001,201,-3.5,-1.5,-0.33214761,-0.11164283,0.00158192,0.039773361,1.188480083,0.014838267,0.036901844,-9.985161733
201,003o0000005EQNf,0,-0.45023,-0.19906,202,-3.5,-1,-0.33214761,-0.11164283,0.021585212,0.146919068,4.34405759,-0.052899568,-0.137065124,-10.05289957
202,003o0000005EQJZ,0,-0.36344,-0.19303,203,-3.5,-0.5,-0.33214761,-0.11164283,0.007603085,0.087195671,2.593322649,-0.074415183,0.045447394,-10.07441518
203,003o0000005Be73,0,-0.28149,-0.13992,204,-3.5,0,-0.33214761,-0.11164283,0.003365792,0.058015444,1.730443392,-0.009222702,0.057277688,-10.0092227
204,003o0000005Be75,0,-0.41232,-0.29037,205,-3.5,0.5,-0.33214761,-0.11164283,0.038371013,0.195885205,5.764363967,0.17010754,-0.097131036,-9.82989246
205,003o0000005Be76,0,-0.41633,-0.2668,206,-3.5,1,-0.33214761,-0.11164283,0.031160422,0.176523149,5.204356763,0.083382689,-0.155588397,-9.916617311
206,003o0000005Be77,0,-0.47954,-0.29914,207,-3.5,1.5,-0.33214761,-0.11164283,0.056879705,0.238494665,6.989440053,0.181446225,0.154780402,-9.818553775
207,003o0000005Be79,0,-0.48807,-0.13329,208,-3.5,2,-0.33214761,-0.11164283,0.024780392,0.157417889,4.649719896,-0.009858779,-0.157108867,-10.00985878
208,003o0000005Be7B,0,-0.37715,-0.36469,209,-3.5,2.5,-0.33214761,-0.11164283,0.066058085,0.257017675,7.518895742,0.084520336,0.242722883,-9.915479664
209,003o0000005Be7C,0,-0.38666,-0.18774,210,-3.5,3,-0.33214761,-0.11164283,0.00876238,0.093607585,2.782263958,-0.087629158,0.032916722,-10.08762916
210,003o0000005Be7D,0,-0.3677,-0.05533,211,-3.5,3.5,-0.33214761,-0.11164283,0.004435107,0.066596601,1.984709684,-0.026784839,0.060972778,-10.02678484
211,003o0000005Be7F,0,-0.30441,-0.11245,212,-3,3.5,-0.33214761,-0.11164283,0.000770027,0.027749352,0.83017899,0.018723699,0.020480469,-9.981276301
212,003o0000005Be7I,0,-0.25584,-0.30082,213,-2.5,3.5,-0.33214761,-0.11164283,0.041610853,0.203987384,5.9980836,0.195753036,-0.057372483,-9.804246964
213,003o0000005Be7H,0,-0.1971,-0.32795,214,-2,3.5,-0.33214761,-0.11164283,0.065026649,0.255003233,7.461406063,0.097556413,0.235604319,-9.902443587
214,003o0000005Be7K,0,-0.23844,-0.41149,215,-1.5,3.5,-0.33214761,-0.11164283,0.098689442,0.314148757,9.140239189,-0.301517221,0.088186205,-10.30151722
215,003o0000005Be7L,0,-0.27557,-0.42344,216,-1,3.5,-0.33214761,-0.11164283,0.100418501,0.316888784,9.21756071,-0.310109651,0.0651959,-10.31010965
216,003o0000005EQFg,0,0.54182,-0.06777,217,-0.5,3.5,-0.33214761,-0.11164283,0.765744209,0.875068117,24.19196127,0.51555337,-0.707070669,-9.48444663
217,003o0000005Be0X,1,0.08427,-0.03095,218,0,3.5,0.22142381,0.00219667,0.019909869,0.141102336,4.174440955,-0.072297297,-0.121173306,-5.072297297
218,003o0000005Be0E,1,0.03215,-0.08435,219,0.5,3.5,0.22142381,0.00219667,0.043314901,0.208122323,6.117221951,0.205262652,-0.034382334,-4.794737348
219,003o0000005BdyE,1,0.14645,0.03598,220,1,3.5,0.22142381,0.00219667,0.006762386,0.082233725,2.446944332,-0.063178433,0.052639065,-5.063178433
220,003o0000005Bdzo,1,0.23326,0.09099,221,1.5,3.5,0.22142381,0.00219667,0.008024351,0.089578741,2.663572894,-0.079537646,0.041208174,-5.079537646
221,003o0000005Be0O,1,0.26014,0.01836,222,2,3.5,0.22142381,0.00219667,0.001760197,0.041954697,1.253389677,0.013094221,0.039858976,-4.986905779
222,003o0000005BdxY,1,0.49501,-0.18916,223,2.5,3.5,0.22142381,0.00219667,0.111466779,0.333866408,9.695770152,-0.321682212,-0.089371881,-5.321682212
223,003o0000005Bdxl,1,0.23694,-0.07904,224,3,3.5,0.22142381,0.00219667,0.006840149,0.082705192,2.460858815,-0.06427112,0.052051626,-5.06427112
224,003o0000005BdxN,1,0.34496,0.17698,225,3.5,3.5,0.22142381,0.00219667,0.045810403,0.214033648,6.287378482,0.214031767,0.000897478,-4.785968233
225,003o0000005Bdxq,1,0.43222,0.08101,226,4,3.5,0.22142381,0.00219667,0.050646575,0.225047939,6.603909036,0.213572184,0.070947143,-4.786427816
226,003o0000005Bdxe,1,0.29725,0.06895,227,4,3,0.22142381,0.00219667,0.010205618,0.10102286,3.000475183,-0.100018636,0.014208821,-5.100018636
227,003o0000005Be3V,1,-0.39881,0.25579,228,4,2.5,0.22142381,0.00219667,0.448999556,0.670074291,18.86464617,0.669998,0.010111201,-4.330002
228,003o0000005Be0Y,1,0.41632,-0.01046,229,4,2,0.22142381,0.00219667,0.038144716,0.195306723,5.74766286,0.167964201,-0.099663149,-4.832035799
229,003o0000005BdxU,1,-0.03488,-0.50394,230,4,1.5,0.22142381,0.00219667,0.321865972,0.567332329,16.12171369,-0.5194605,-0.228093754,-5.5194605
230,003o0000005Be3N,1,0.14311,0.07467,231,4,1,0.22142381,0.00219667,0.011385436,0.10670256,3.167398798,-0.106667033,-0.002753276,-5.106667033
231,003o0000005Be2d,1,0.0916,0.02426,232,4,0.5,0.22142381,0.00219667,0.017341012,0.131685277,3.899431025,-0.095646112,-0.090514272,-5.095646112
232,003o0000005Be3Z,1,0.07859,-0.13588,233,4,0,0.22142381,0.00219667,0.039466664,0.198662186,5.844511215,0.179851981,-0.084379672,-4.820148019
233,003o0000005Be3Y,1,0.17276,-0.0188,234,4,-0.5,0.22142381,0.00219667,0.002809027,0.053000251,1.581639518,-0.000574681,0.052997135,-5.000574681
234,003o0000005BefY,1,0.37825,0.07681,235,4,-1,0.22142381,0.00219667,0.030161603,0.173670962,5.121686206,0.069114912,-0.159325867,-4.930885088
235,003o0000005Beg3,1,0.41781,-0.11665,236,4,-1.5,0.22142381,0.00219667,0.052692067,0.229547526,6.733027013,0.206711207,0.099812542,-4.793288793
236,003o0000005BelE,1,0.47689,-0.05197,237,4,-2,0.22142381,0.00219667,0.068197002,0.261145558,7.636631589,0.056314153,0.255001409,-4.943685847
237,003o0000005BelS,1,0.28412,-0.23929,238,4,-2.5,0.22142381,0.00219667,0.062246624,0.249492733,7.304030594,0.130396252,0.212705058,-4.869603748
238,003o0000005Bep8,1,0.45627,-0.03261,239,4,-3,0.22142381,0.00219667,0.056364237,0.237411536,6.958422314,0.185313669,0.148401756,-4.814686331
239,003o0000005CufZ,1,0.42583,0.20796,240,4,-3.5,0.22142381,0.00219667,0.084120438,0.290035237,8.45804916,-0.164738526,0.238708309,-5.164738526
240,003o0000005CugD,1,0.42071,-0.07856,241,4,-4,0.22142381,0.00219667,0.046236625,0.215027034,6.31595398,0.214911598,0.007044889,-4.785088402
241,003o0000005Cugm,1,0.19216,-0.03277,242,3.5,-4,0.22142381,0.00219667,0.002079039,0.045596476,1.361694813,0.009464965,0.044603285,-4.990535035
242,003o0000005CuiH,1,0.21198,0.00714,243,3,-4,0.22142381,0.00219667,0.000113622,0.010659365,0.319440563,0.010120121,0.003347419,-4.989879879
243,003o0000005EQCP,1,0.4225,0.28518,244,2.5,-4,0.22142381,0.00219667,0.120511199,0.34714723,10.06879173,-0.277610966,-0.208430686,-5.277610966
244,003o0000005EQDo,1,0.45855,-0.07007,245,2,-4,0.22142381,0.00219667,0.061451302,0.24789373,7.258333419,0.139079651,0.20520271,-4.860920349
245,003o0000005EQEL,1,0.37722,0.0261,246,1.5,-4,0.22142381,0.00219667,0.024843822,0.157619231,4.655575689,-0.008950051,-0.157364922,-5.008950051
246,003o0000005EQHR,1,0.29617,-0.01565,247,1,-4,0.22142381,0.00219667,0.005905497,0.076847229,2.287879831,-0.050503171,0.057921725,-5.050503171
247,003o0000005EQIm,1,0.29697,0.17373,248,0.5,-4,0.22142381,0.00219667,0.03513091,0.187432415,5.520141685,0.135464124,-0.129539111,-4.864535876
248,003o0000005EQIT,1,0.33412,0.08163,249,0,-4,0.22142381,0.00219667,0.019010085,0.137877065,4.080308912,-0.081461112,-0.111239258,-5.081461112
249,003o0000005EQIt,1,0.38146,0.26873,250,-0.5,-4,0.22142381,0.00219667,0.096651598,0.310888401,9.048182408,-0.289101973,0.114331304,-5.289101973
250,003o0000005EQKX,1,0.40514,-0.05487,251,-1,-4,0.22142381,0.00219667,0.037008243,0.192375267,5.663001338,0.156549519,-0.111805596,-4.843450481
251,003o0000005EQLu,1,0.5741,-0.0187,252,-1.5,-4,0.22142381,0.00219667,0.124817166,0.353294729,10.24114443,-0.241962141,-0.257432492,-5.241962141
252,003o0000005EQNM,1,0.49605,-0.11444,253,-2,-4,0.22142381,0.00219667,0.089023657,0.298368324,8.694149611,-0.22221137,0.199112441,-5.22221137
253,003o0000005EQNq,1,0.50264,0.00798,254,-2.5,-4,0.22142381,0.00219667,0.079115992,0.281275652,8.20946353,-0.097895789,0.263689983,-5.097895789
254,003o0000005EQNU,1,0.25882,-0.12564,255,-3,-4,0.22142381,0.00219667,0.017740689,0.133194179,3.943529984,-0.092611997,-0.095727255,-5.092611997
255,003o0000005EQO8,1,0.2269,0.11121,256,-3.5,-4,0.22142381,0.00219667,0.011913895,0.109150789,3.239293785,-0.108630253,-0.010647198,-5.108630253
256,003o0000005EQOR,1,0.2411,-0.15594,257,-4,-4,0.22142381,0.00219667,0.025394359,0.159356076,4.70608016,-0.001005342,-0.159352904,-5.001005342
257,003o0000005EQLi,1,0.3691,0.15971,258,-4,-3.5,0.22142381,0.00219667,0.046618706,0.215913655,6.341453714,0.215547222,0.012573827,-4.784452778
258,003o0000005Bel9,1,0.2271,-0.0319,259,-4,-3,0.22142381,0.00219667,0.001194802,0.034565909,1.033409287,0.017694049,0.029693815,-4.982305951
259,003o0000005EQLs,1,0.36664,0.23044,260,-4,-2.5,0.22142381,0.00219667,0.07318276,0.270523122,7.903756399,-0.013459665,0.270188077,-5.013459665
260,003o0000005CufB,1,-0.13054,-0.04034,261,-4,-2,0.22142381,0.00219667,0.125687892,0.354524882,10.2756095,-0.233758888,-0.266542068,-5.233758888
261,003o0000005EQKQ,1,0.21023,-0.0855,262,-4,-1.5,0.22142381,0.00219667,0.007816007,0.088408186,2.629070337,-0.077048653,0.043353344,-5.077048653
262,003o0000005Cumt,1,0.14901,-0.05818,263,-4,-1,0.22142381,0.00219667,0.008889102,0.094282035,2.802124312,-0.088901532,0.031394581,-5.088901532
263,003o0000005EQNx,1,0.47731,-0.13915,264,-4,-0.5,0.22142381,0.00219667,0.085456623,0.292329648,8.523093558,-0.181329055,0.229295436,-5.181329055
264,003o0000005Cuge,1,0.18686,-0.13428,265,-4,0,0.22142381,0.00219667,0.019820538,0.140785434,4.165194528,-0.073249729,-0.120229013,-5.073249729
265,003o0000005Bei6,1,0.0133,0.02482,266,-4,0.5,0.22142381,0.00219667,0.043827335,0.209349792,6.152570327,0.207566547,-0.027266535,-4.792433453
266,003o0000005BedO,1,0.25276,0.15735,267,-4,1,0.22142381,0.00219667,0.025054513,0.158286173,4.674971236,-0.00592133,-0.158175379,-5.00592133
267,003o0000005Cujs,1,0.31182,0.16592,268,-4,1.5,0.22142381,0.00219667,0.0349768,0.187020854,5.508240514,0.133618856,-0.130854122,-4.866381144
268,003o0000005EQOL,1,0.16785,0.21057,269,-4,2,0.22142381,0.00219667,0.046289598,0.215150175,6.31949585,0.215008358,0.007810503,-4.784991642
269,003o0000005Bebp,1,0.28685,0.13323,270,-4,2.5,0.22142381,0.00219667,0.02145032,0.146459277,4.330657023,-0.054560228,-0.135917259,-5.054560228
270,003o0000005Bebp,1,0.28685,0.13323,271,-4,3,0.22142381,0.00219667,0.02145032,0.146459277,4.330657023,-0.054560228,-0.135917259,-5.054560228
271,003o0000005Cufb,1,0.27409,0.04734,272,-4,3.5,0.22142381,0.00219667,0.004811648,0.069366042,2.066678455,-0.033004898,0.061010856,-5.033004898
272,003o0000005Be8d,1,0.2043,0.07561,273,-4,4,0.22142381,0.00219667,0.005682742,0.075383963,2.244640107,-0.047039158,0.058907211,-5.047039158
273,003o0000005Be8j,1,0.35474,-0.13691,274,-3.5,4,0.22142381,0.00219667,0.037123872,0.192675562,5.671676165,0.157759387,-0.110615767,-4.842240613
274,003o0000005Be9G,1,0.18506,-0.30044,275,-3,4,0.22142381,0.00219667,0.092911281,0.304813518,8.876506032,-0.26013593,0.158872837,-5.26013593
275,003o0000005Be7P,1,0.38959,0.2115,276,-2.5,4,0.22142381,0.00219667,0.072087751,0.268491623,7.84592843,0.002162195,0.268482916,-4.997837805
276,003o0000005Be9e,1,0.25778,-0.19946,277,-2,4,0.22142381,0.00219667,0.041987185,0.204907748,6.024609856,0.198095635,-0.052395653,-4.801904365
277,003o0000005Be4h,1,-0.04954,-0.06829,278,-1.5,4,0.22142381,0.00219667,0.078389757,0.279981708,8.172708141,-0.087734357,0.265880499,-5.087734357
278,003o0000005EQJL,1,0.42825,0.10243,279,-1,4,0.22142381,0.00219667,0.052823793,0.229834274,6.741251623,0.206140492,0.10163607,-4.793859508
279,003o0000005Be4e,1,-0.33407,-0.5263,280,-0.5,4,0.22142381,0.00219667,0.587882103,0.766734702,21.40021475,-0.636712425,0.427176065,-5.636712425
280,003o0000005Be2W,1,0.49459,0.32567,281,0,4,0.22142381,0.00219667,0.179254763,0.423384887,12.1923339,0.394112062,-0.154694683,-4.605887938
281,003o0000005Be4g,1,0.45387,0.22675,282,0.5,4,0.22142381,0.00219667,0.104455429,0.323195652,9.395384548,-0.323056046,0.009498455,-5.323056046
282,003o0000005Be0A,1,-0.10152,-0.5116,283,1,4,0.22142381,0.00219667,0.368279723,0.606860546,17.18295495,-0.058051158,-0.604077632,-5.058051158
283,003o0000005Be0C,1,0.06466,0.11796,284,1.5,4,0.22142381,0.00219667,0.037976041,0.194874423,5.735180871,0.166338158,-0.101526636,-4.833661842
284,003o0000005BdxA,1,0.14402,0.16618,285,2,4,0.22142381,0.00219667,0.032881882,0.181333622,5.343684991,0.107021558,-0.146383976,-4.892978442
285,003o0000005CulW,1,0.38998,0.29473,286,2.5,4,0.22142381,0.00219667,0.113986938,0.337619517,9.801278676,-0.313971601,-0.124132076,-5.313971601
286,003o0000005EQMy,1,0.08804,0.16284,287,3,4,0.22142381,0.00219667,0.04359752,0.208800192,6.13674411,0.206565328,-0.03046778,-4.793434672
287,003o0000005Be4i,1,-0.15886,-0.12916,288,3.5,4,0.22142381,0.00219667,0.161870351,0.402331146,11.60889625,0.231576631,-0.329002454,-4.768423369
288,003o0000005Be03,1,-0.0479,-0.11508,289,4,4,0.22142381,0.00219667,0.086289132,0.293750118,8.563348398,-0.191335144,0.222890096,-5.191335144
289,003o0000005Be0D,1,0.06617,-0.19052,290,4.5,4,0.22142381,0.00219667,0.06124346,0.247474161,7.246340434,0.141291037,0.203175548,-4.858708963
290,003o0000005EQ2U,1,-0.06503,-0.02078,291,4.5,3.5,0.22142381,0.00219667,0.082583713,0.28737382,8.382565184,-0.144925696,0.248153693,-5.144925696
291,003o0000005CuhX,1,0.40925,0.13607,292,4.5,3,0.22142381,0.00219667,0.053200746,0.230652869,6.76472842,0.204423323,0.106826267,-4.795576677
292,003o0000005EQHJ,1,0.37365,0.37044,293,4.5,2.5,0.22142381,0.00219667,0.158775963,0.398467016,11.50156724,0.193127483,-0.348536567,-4.806872517
293,003o0000005EQMX,1,0.09719,-0.07162,294,4.5,2,0.22142381,0.00219667,0.02088294,0.144509309,4.273811978,-0.061366105,-0.130832494,-5.061366105
294,003o0000005Be8C,1,0.04532,0.01165,295,4.5,1.5,0.22142381,0.00219667,0.031101917,0.176357357,5.199552528,0.082556636,-0.155840685,-4.917443364
295,003o0000005Be3J,1,-0.49868,0.09457,296,4.5,1,0.22142381,0.00219667,0.527082329,0.726004359,20.33700833,0.060438025,0.723484329,-4.939561975
296,003o0000005Be7A,1,-0.13503,-0.49076,297,4.5,0.5,0.22142381,0.00219667,0.370065597,0.608330171,17.22226659,-0.034348123,-0.607359699,-5.034348123
297,003o0000005Be4U,1,0.35192,-0.00925,298,4.5,0,0.22142381,0.00219667,0.017160282,0.130997259,3.879318797,-0.096937956,-0.088109673,-5.096937956
298,003o0000005Cufv,1,0.52093,-0.02656,299,4.5,-0.5,0.22142381,0.00219667,0.090530904,0.300883539,8.765339949,-0.237799295,0.184343157,-5.237799295
299,003o0000005Be0R,1,0.04266,-0.35667,300,4.5,-1,0.22142381,0.00219667,0.160741787,0.400926161,11.56988066,0.217804169,-0.336605304,-4.782195831
300,003o0000005Bdxa,1,-0.38807,0.35454,301,4.5,-1.5,0.22142381,0.00219667,0.495628527,0.704008897,19.75969956,0.432002626,0.555879715,-4.567997374
301,003o0000005Cupq,6,0.39355,-0.147,302,4.5,-2,0.24724926,-0.35392868,0.064223385,0.253423332,7.416302232,0.107410629,0.229535056,0.107410629
302,003o0000005EQNT,6,0.42204,-0.17967,303,4.5,-2.5,0.24724926,-0.35392868,0.06091789,0.246815499,7.227511265,0.144705225,0.199945713,0.144705225
303,003o0000005Be2Y,6,0.14688,-0.50499,304,4.5,-3,0.24724926,-0.35392868,0.032893511,0.181365682,5.344613151,0.107176325,-0.146310444,0.107176325
304,003o0000005Be3X,6,0.28593,-0.43054,305,4.5,-3.5,0.24724926,-0.35392868,0.007365494,0.085822456,2.552826845,-0.071372246,0.047660219,-0.071372246
305,003o0000005Be2X,6,0.45412,-0.31053,306,4.5,-4,0.24724926,-0.35392868,0.044678948,0.211373954,6.210843506,0.2108211,-0.015277839,0.2108211
306,003o0000005Be08,6,0.39486,-0.21791,307,4.5,-4.5,0.24724926,-0.35392868,0.040290012,0.20072372,5.903982066,0.186464282,-0.074303993,0.186464282
307,003o0000005Bdxb,6,0.46928,-0.28301,308,4,-4.5,0.24724926,-0.35392868,0.054327109,0.233081764,6.834365927,0.198563947,0.122063375,0.198563947
308,003o0000005Bdzc,6,0.34662,-0.22989,309,3.5,-4.5,0.24724926,-0.35392868,0.025260138,0.158934383,4.693819622,-0.00295114,-0.158906982,-0.00295114
309,003o0000005Bejd,6,0.37083,-0.39824,310,3,-4.5,0.24724926,-0.35392868,0.017235692,0.131284776,3.887723855,-0.096405104,-0.089116488,-0.096405104
310,003o0000005BetP,6,0.19389,-0.50907,311,2.5,-4.5,0.24724926,-0.35392868,0.02691604,0.164061086,4.84280844,0.021336153,-0.162667785,0.021336153
311,003o0000005Beu2,6,0.40051,-0.33289,312,2,-4.5,0.24724926,-0.35392868,0.02393148,0.15469803,4.570593786,-0.021862006,-0.153145464,-0.021862006
312,003o0000005BeuK,6,0.34556,-0.35564,313,1.5,-4.5,0.24724926,-0.35392868,0.00966793,0.098325634,2.921139937,-0.095946011,0.021501004,-0.095946011
313,003o0000005EQKE,6,0.20984,-0.49765,314,1,-4.5,0.24724926,-0.35392868,0.022055271,0.14851017,4.390420948,-0.046993678,-0.140878901,-0.046993678
314,003o0000005EQL2,6,0.33806,-0.41998,315,0.5,-4.5,0.24724926,-0.35392868,0.012609367,0.112291439,3.331472079,-0.110273225,-0.021193941,-0.110273225
315,003o0000005EQLq,6,0.27881,-0.31928,316,0,-4.5,0.24724926,-0.35392868,0.002196611,0.04686802,1.399491671,0.0079895,0.046182023,0.0079895
316,003o0000005EQLr,6,0.37405,-0.10507,317,-0.5,-4.5,0.24724926,-0.35392868,0.07800907,0.279301039,8.153369626,-0.082375785,0.266876938,-0.082375785
317,003o0000005EQNj,6,0.44114,-0.22039,318,-1,-4.5,0.24724926,-0.35392868,0.055426198,0.235427692,6.901594065,0.191826953,0.136486697,0.191826953
318,003o0000005EQNl,6,0.46515,-0.23491,319,-1.5,-4.5,0.24724926,-0.35392868,0.061646179,0.248286485,7.269559066,0.136984093,0.207078577,0.136984093
319,003o0000005EQXH,6,0.43189,-0.26222,320,-2,-4.5,0.24724926,-0.35392868,0.042502685,0.206161793,6.060745773,0.201082413,-0.045481293,0.201082413
320,003o0000005EQCS,6,0.37412,-0.20372,321,-2.5,-4.5,0.24724926,-0.35392868,0.038658832,0.196618494,5.785531804,0.172769676,-0.093858783,0.172769676
321,003o0000005Be4Q,6,0.27529,-0.2903,322,-3,-4.5,0.24724926,-0.35392868,0.004834892,0.069533388,2.071630045,-0.033386945,0.060993474,-0.033386945
322,003o0000005EQKr,6,-0.03616,-0.57639,323,-3.5,-4.5,0.24724926,-0.35392868,0.129809848,0.360291337,10.43706226,-0.190927356,-0.30554311,-0.190927356
