Number,idOriginal,newClusters,xs,ys,point,xVal,yVal,centerX,centerY,distNoSqrt,dist,theta,spiralX,spiralY,spiral7X,spiralGX,spiralGY
268,003o0000005EQOL,1,0.16785,0.21057,269,-4,2,0.22142381,0.00219667,0.046289598,0.215150175,4.871691748,0.034129238,-0.21242597,-1.965870762,-0.715870762,-2.01242597
269,003o0000005Bebp,1,0.28685,0.13323,270,-4,2.5,0.22142381,0.00219667,0.02145032,0.146459277,3.416957589,-0.140941576,-0.039822005,-2.140941576,-0.890941576,-1.839822005
270,003o0000005Bebp,1,0.28685,0.13323,271,-4,3,0.22142381,0.00219667,0.02145032,0.146459277,3.416957589,-0.140941576,-0.039822005,-2.140941576,-0.890941576,-1.839822005
271,003o0000005Cufb,1,0.27409,0.04734,272,-4,3.5,0.22142381,0.00219667,0.004811648,0.069366042,1.676649724,-0.007328927,0.068977784,-2.007328927,-0.757328927,-1.731022216
272,003o0000005Be8d,1,0.2043,0.07561,273,-4,4,0.22142381,0.00219667,0.005682742,0.075383963,1.816944319,-0.018368801,0.073111757,-2.018368801,-0.768368801,-1.726888243
273,003o0000005Be8j,1,0.35474,-0.13691,274,-3.5,4,0.22142381,0.00219667,0.037123872,0.192675562,4.404978867,-0.058301926,-0.183643017,-2.058301926,-0.808301926,-1.983643017
274,003o0000005Be9G,1,0.18506,-0.30044,275,-3,4,0.22142381,0.00219667,0.092911281,0.304813518,6.65150331,0.284370975,0.109747116,-1.715629025,-0.465629025,-1.690252884
275,003o0000005Be7P,1,0.38959,0.2115,276,-2.5,4,0.22142381,0.00219667,0.072087751,0.268491623,5.945712396,0.253347193,-0.088898544,-1.746652807,-0.496652807,-1.888898544
276,003o0000005Be9e,1,0.25778,-0.19946,277,-2,4,0.22142381,0.00219667,0.041987185,0.204907748,4.660075154,-0.01071462,-0.204627422,-2.01071462,-0.76071462,-2.004627422
277,003o0000005Be4h,1,-0.04954,-0.06829,278,-1.5,4,0.22142381,0.00219667,0.078389757,0.279981708,6.171144686,0.278226227,-0.031303735,-1.721773773,-0.471773773,-1.831303735
278,003o0000005EQJL,1,0.42825,0.10243,279,-1,4,0.22142381,0.00219667,0.052823793,0.229834274,5.171985585,0.101951406,-0.205984718,-1.898048594,-0.648048594,-2.005984718
279,003o0000005Be4e,1,-0.33407,-0.5263,280,-0.5,4,0.22142381,0.00219667,0.587882103,0.766734702,14.22832604,-0.069798082,0.763551132,-2.069798082,-0.819798082,-1.036448868
280,003o0000005Be2W,1,0.49459,0.32567,281,0,4,0.22142381,0.00219667,0.179254763,0.423384887,8.825943958,-0.349713133,0.238653488,-2.349713133,-1.099713133,-1.561346512
281,003o0000005Be4g,1,0.45387,0.22675,282,0.5,4,0.22142381,0.00219667,0.104455429,0.323195652,7.001243977,0.243393602,0.212638152,-1.756606398,-0.506606398,-1.587361848
282,003o0000005Be0A,1,-0.10152,-0.5116,283,1,4,0.22142381,0.00219667,0.368279723,0.606860546,11.8570576,0.460491546,-0.39525594,-1.539508454,-0.289508454,-2.19525594
283,003o0000005Be0C,1,0.06466,0.11796,284,1.5,4,0.22142381,0.00219667,0.037976041,0.194874423,4.45102736,-0.050354804,-0.1882563,-2.050354804,-0.800354804,-1.9882563
284,003o0000005BdxA,1,0.14402,0.16618,285,2,4,0.22142381,0.00219667,0.032881882,0.181333622,4.166099702,-0.094206471,-0.154941999,-2.094206471,-0.844206471,-1.954941999
285,003o0000005CulW,1,0.38998,0.29473,286,2.5,4,0.22142381,0.00219667,0.113986938,0.337619517,7.27228886,0.185501361,0.282092508,-1.814498639,-0.564498639,-1.517907492
286,003o0000005EQMy,1,0.08804,0.16284,287,3,4,0.22142381,0.00219667,0.04359752,0.208800192,4.740707273,0.005912075,-0.208716477,-1.994087925,-0.744087925,-2.008716477
287,003o0000005Be4i,1,-0.15886,-0.12916,288,3.5,4,0.22142381,0.00219667,0.161870351,0.402331146,8.453398901,-0.226979713,0.332190549,-2.226979713,-0.976979713,-1.467809451
288,003o0000005Be03,1,-0.0479,-0.11508,289,4,4,0.22142381,0.00219667,0.086289132,0.293750118,6.438626735,0.290208457,0.045477283,-1.709791543,-0.459791543,-1.754522717
289,003o0000005Be0D,1,0.06617,-0.19052,290,4.5,4,0.22142381,0.00219667,0.06124346,0.247474161,5.528020897,0.180200504,-0.169620867,-1.819799496,-0.569799496,-1.969620867
290,003o0000005EQ2U,1,-0.06503,-0.02078,291,4.5,3.5,0.22142381,0.00219667,0.082583713,0.28737382,6.315108629,0.287227402,0.009172369,-1.712772598,-0.462772598,-1.790827631
291,003o0000005CuhX,1,0.40925,0.13607,292,4.5,3,0.22142381,0.00219667,0.053200746,0.230652869,5.188620416,0.105738935,-0.204987863,-1.894261065,-0.644261065,-2.004987863
292,003o0000005EQHJ,1,0.37365,0.37044,293,4.5,2.5,0.22142381,0.00219667,0.158775963,0.398467016,8.384416207,-0.201587749,0.343712587,-2.201587749,-0.951587749,-1.456287413
293,003o0000005EQMX,1,0.09719,-0.07162,294,4.5,2,0.22142381,0.00219667,0.02088294,0.144509309,3.374399846,-0.140610821,-0.033339727,-2.140610821,-0.890610821,-1.833339727
294,003o0000005Be8C,1,0.04532,0.01165,295,4.5,1.5,0.22142381,0.00219667,0.031101917,0.176357357,4.060566956,-0.106984701,-0.140200539,-2.106984701,-0.856984701,-1.940200539
295,003o0000005Be3J,1,-0.49868,0.09457,296,4.5,1,0.22142381,0.00219667,0.527082329,0.726004359,13.64522795,0.342917875,0.639913791,-1.657082125,-0.407082125,-1.160086209
296,003o0000005Be7A,1,-0.13503,-0.49076,297,4.5,0.5,0.22142381,0.00219667,0.370065597,0.608330171,11.879912,0.470540588,-0.385560828,-1.529459412,-0.279459412,-2.185560828
297,003o0000005Be4U,1,0.35192,-0.00925,298,4.5,0,0.22142381,0.00219667,0.017160282,0.130997259,3.07749434,-0.130728244,0.008390955,-2.130728244,-0.880728244,-1.791609045
298,003o0000005Cufv,1,0.52093,-0.02656,299,4.5,-0.5,0.22142381,0.00219667,0.090530904,0.300883539,6.576091971,0.288068506,0.086876002,-1.711931494,-0.461931494,-1.713123998
299,003o0000005Be0R,1,0.04266,-0.35667,300,4.5,-1,0.22142381,0.00219667,0.160741787,0.400926161,8.428339037,-0.217821346,0.336594189,-2.217821346,-0.967821346,-1.463405811
300,003o0000005Bdxa,1,-0.38807,0.35454,301,4.5,-1.5,0.22142381,0.00219667,0.495628527,0.704008897,13.32459124,0.511153202,0.484098059,-1.488846798,-0.238846798,-1.315901941
301,003o0000005Cupq,6,0.39355,-0.147,302,4.5,-2,0.24724926,-0.35392868,0.064223385,0.253423332,5.646961837,0.203839881,-0.150574527,0.203839881,0.153839881,0.449425473
302,003o0000005EQNT,6,0.42204,-0.17967,303,4.5,-2.5,0.24724926,-0.35392868,0.06091789,0.246815499,5.514817488,0.17747168,-0.171527529,0.17747168,0.12747168,0.428472471
303,003o0000005Be2Y,6,0.14688,-0.50499,304,4.5,-3,0.24724926,-0.35392868,0.032893511,0.181365682,4.166778181,-0.094117963,-0.155033286,-0.094117963,-0.144117963,0.444966714
304,003o0000005Be3X,6,0.28593,-0.43054,305,4.5,-3.5,0.24724926,-0.35392868,0.007365494,0.085822456,2.058443101,-0.040211962,0.075818811,-0.040211962,-0.090211962,0.675818811
305,003o0000005Be2X,6,0.45412,-0.31053,306,4.5,-4,0.24724926,-0.35392868,0.044678948,0.211373954,4.793880368,0.017206098,-0.210672492,0.017206098,-0.032793902,0.389327508
306,003o0000005Be08,6,0.39486,-0.21791,307,4.5,-4.5,0.24724926,-0.35392868,0.040290012,0.20072372,4.57311188,-0.027865922,-0.198780035,-0.027865922,-0.077865922,0.401219965
307,003o0000005Bdxb,6,0.46928,-0.28301,308,4,-4.5,0.24724926,-0.35392868,0.054327109,0.233081764,5.237913375,0.116929361,-0.201629941,0.116929361,0.066929361,0.398370059
308,003o0000005Bdzc,6,0.34662,-0.22989,309,3.5,-4.5,0.24724926,-0.35392868,0.025260138,0.158934383,3.68752369,-0.135832357,-0.08252096,-0.135832357,-0.185832357,0.51747904
309,003o0000005Bejd,6,0.37083,-0.39824,310,3,-4.5,0.24724926,-0.35392868,0.017235692,0.131284776,3.083848917,-0.131065963,0.007576661,-0.131065963,-0.181065963,0.607576661
310,003o0000005BetP,6,0.19389,-0.50907,311,2.5,-4.5,0.24724926,-0.35392868,0.02691604,0.164061086,3.797870674,-0.129980473,-0.100105526,-0.129980473,-0.179980473,0.499894474
311,003o0000005Beu2,6,0.40051,-0.33289,312,2,-4.5,0.24724926,-0.35392868,0.02393148,0.15469803,3.595971597,-0.139001407,-0.06789764,-0.139001407,-0.189001407,0.53210236
312,003o0000005BeuK,6,0.34556,-0.35564,313,1.5,-4.5,0.24724926,-0.35392868,0.00966793,0.098325634,2.344671721,-0.068720984,0.070323229,-0.068720984,-0.118720984,0.670323229
313,003o0000005EQKE,6,0.20984,-0.49765,314,1,-4.5,0.24724926,-0.35392868,0.022055271,0.14851017,3.461639951,-0.140968903,-0.046723001,-0.140968903,-0.190968903,0.553276999
314,003o0000005EQL2,6,0.33806,-0.41998,315,0.5,-4.5,0.24724926,-0.35392868,0.012609367,0.112291439,2.660556183,-0.099548138,0.051957055,-0.099548138,-0.149548138,0.651957055
315,003o0000005EQLq,6,0.27881,-0.31928,316,0,-4.5,0.24724926,-0.35392868,0.002196611,0.04686802,1.145071723,0.019355593,0.042684568,0.019355593,-0.030644407,0.642684568
316,003o0000005EQLr,6,0.37405,-0.10507,317,-0.5,-4.5,0.24724926,-0.35392868,0.07800907,0.279301039,6.157846634,0.27711003,-0.034915634,0.27711003,0.22711003,0.565084366
317,003o0000005EQNj,6,0.44114,-0.22039,318,-1,-4.5,0.24724926,-0.35392868,0.055426198,0.235427692,5.285430484,0.127646586,-0.197819481,0.127646586,0.077646586,0.402180519
318,003o0000005EQNl,6,0.46515,-0.23491,319,-1.5,-4.5,0.24724926,-0.35392868,0.061646179,0.248286485,5.544294974,0.183537427,-0.167213013,0.183537427,0.133537427,0.432786987
319,003o0000005EQXH,6,0.43189,-0.26222,320,-2,-4.5,0.24724926,-0.35392868,0.042502685,0.206161793,4.686081149,-0.005423044,-0.206090455,-0.005423044,-0.055423044,0.393909545
320,003o0000005EQCS,6,0.37412,-0.20372,321,-2.5,-4.5,0.24724926,-0.35392868,0.038658832,0.196618494,4.487491435,-0.0438472,-0.191667043,-0.0438472,-0.0938472,0.408332957
321,003o0000005Be4Q,6,0.27529,-0.2903,322,-3,-4.5,0.24724926,-0.35392868,0.004834892,0.069533388,1.68056168,-0.00761704,0.069114924,-0.00761704,-0.05761704,0.669114924
322,003o0000005EQKr,6,-0.03616,-0.57639,323,-3.5,-4.5,0.24724926,-0.35392868,0.129809848,0.360291337,7.692472381,0.05793773,0.3556024,0.05793773,0.00793773,0.9556024
323,003o0000005Be3W,6,0.45097,-0.36929,324,-4,-4.5,0.24724926,-0.35392868,0.04173811,0.20429907,4.647442829,-0.013259113,-0.203868355,-0.013259113,-0.063259113,0.396131645
324,003o0000005Be2U,6,0.29178,-0.3828,325,-4.5,-4.5,0.24724926,-0.35392868,0.00281654,0.053071084,1.292768419,0.01456588,0.051033078,0.01456588,-0.03543412,0.651033078
325,003o0000005Be4H,6,0.15981,-0.42555,326,-4.5,-4,0.24724926,-0.35392868,0.012775238,0.113027597,2.677096677,-0.101052037,0.050633226,-0.101052037,-0.151052037,0.650633226
326,003o0000005Be4R,6,0.17647,-0.36894,327,-4.5,-3.5,0.24724926,-0.35392868,0.005235043,0.0723536,1.746396466,-0.012640107,0.071240937,-0.012640107,-0.062640107,0.671240937
327,003o0000005BdzZ,6,0.13929,-0.46694,328,-4.5,-3,0.24724926,-0.35392868,0.02442676,0.156290628,3.630428665,-0.137985879,-0.073393851,-0.137985879,-0.187985879,0.526606149
328,003o0000005Bdzf,6,0.12827,-0.4022,329,-4.5,-2.5,0.24724926,-0.35392868,0.016486185,0.128398538,3.01998512,-0.127450304,0.015575773,-0.127450304,-0.177450304,0.615575773
329,003o0000005BdzK,6,0.16169,-0.47808,330,-4.5,-2,0.24724926,-0.35392868,0.022733937,0.150777774,3.510950982,-0.140609199,-0.054433356,-0.140609199,-0.190609199,0.545566644
330,003o0000005Bdyp,6,0.15144,-0.46546,331,-4.5,-1.5,0.24724926,-0.35392868,0.02161865,0.147032818,3.42946125,-0.140982591,-0.041743966,-0.140982591,-0.190982591,0.558256034
331,003o0000005Be4S,6,0.11907,-0.42703,332,-4.5,-1,0.24724926,-0.35392868,0.021773726,0.147559228,3.440931904,-0.140997497,-0.043513579,-0.140997497,-0.190997497,0.556486421
332,003o0000005Be4G,6,0.36664,-0.17282,333,-4.5,-0.5,0.24724926,-0.35392868,0.047054503,0.216920499,4.908087156,0.042180502,-0.212779952,0.042180502,-0.007819498,0.387220048
333,003o0000005Be2T,6,0.32376,-0.22404,334,-4.5,0,0.24724926,-0.35392868,0.022724963,0.15074801,3.510304361,-0.140616604,-0.054331697,-0.140616604,-0.190616604,0.545668303
334,003o0000005Be4V,6,0.13726,-0.26657,335,-4.5,0.5,0.24724926,-0.35392868,0.019729176,0.140460586,3.285805096,-0.13900252,-0.020186025,-0.13900252,-0.18900252,0.579813975
335,003o0000005Be2Q,6,0.12292,-0.33877,336,-4.5,1,0.24724926,-0.35392868,0.01568755,0.125249952,2.950129763,-0.122961248,0.023834472,-0.122961248,-0.172961248,0.623834472
336,003o0000005BdzX,6,0.03628,-0.32057,337,-4.5,1.5,0.24724926,-0.35392868,0.04562083,0.213590333,4.839579579,0.027093494,-0.211864987,0.027093494,-0.022906506,0.388135013
337,003o0000005Be9Y,6,0.43105,-0.32183,338,-4.5,2,0.24724926,-0.35392868,0.034813037,0.186582521,4.276933618,-0.078704857,-0.169170277,-0.078704857,-0.128704857,0.430829723
338,003o0000005Be9K,6,0.38455,-0.29393,339,-4.5,2.5,0.24724926,-0.35392868,0.022451335,0.149837695,3.490519938,-0.140808476,-0.051227999,-0.140808476,-0.190808476,0.548772001
339,003o0000005Be8B,6,0.32473,-0.17351,340,-4.5,3,0.24724926,-0.35392868,0.038554165,0.196352146,4.481926212,-0.044852344,-0.19116075,-0.044852344,-0.094852344,0.40883925
340,003o0000005BdzA,6,-0.05214,-0.49228,341,-4.5,3.5,0.24724926,-0.35392868,0.108775017,0.329810577,7.125912721,0.219465653,0.246190666,0.219465653,0.169465653,0.846190666
341,003o0000005BeA3,6,0.34709,-0.4799,342,-4.5,4,0.24724926,-0.35392868,0.025836947,0.160738753,3.726416469,-0.134025477,-0.088736228,-0.134025477,-0.184025477,0.511263772
342,003o0000005Be8A,6,0.24728,-0.35841,343,-4.5,4.5,0.24724926,-0.35392868,2.01E-05,0.004481425,0.111785344,0.004453455,0.000499915,0.004453455,-0.045546545,0.600499915
343,003o0000005Be6x,6,0.25778,-0.34849,344,-4,4.5,0.24724926,-0.35392868,0.000140476,0.011852246,0.294563945,0.011341755,0.003440975,0.011341755,-0.038658245,0.603440975
344,003o0000005Be7j,6,0.12321,-0.56412,345,-3.5,4.5,0.24724926,-0.35392868,0.059566129,0.244061732,5.459540422,0.165852574,-0.179050419,0.165852574,0.115852574,0.420949581
345,003o0000005Be6l,6,0.29903,-0.3437,346,-3,4.5,0.24724926,-0.35392868,0.002785871,0.05278135,1.285889174,0.014835167,0.050653615,0.014835167,-0.035164833,0.650653615
346,003o0000005BdzJ,6,0.33694,-0.40854,347,-2.5,4.5,0.24724926,-0.35392868,0.011026825,0.105008691,2.496329995,-0.083895835,0.063153099,-0.083895835,-0.133895835,0.663153099
347,003o0000005Be6o,6,0.31052,-0.31103,348,-2,4.5,0.24724926,-0.35392868,0.005843483,0.07644268,1.841544738,-0.020444798,0.073657949,-0.020444798,-0.070444798,0.673657949
348,003o0000005Be6q,6,0.21472,-0.29473,349,-1.5,4.5,0.24724926,-0.35392868,0.004562636,0.067547291,1.634094137,-0.004272741,0.067412018,-0.004272741,-0.054272741,0.667412018
349,003o0000005Be6t,6,0.30294,-0.27596,350,-1,4.5,0.24724926,-0.35392868,0.009180574,0.09581531,2.287466533,-0.062938937,0.072244473,-0.062938937,-0.112938937,0.672244473
350,003o0000005Be6u,6,0.21862,-0.25555,351,-0.5,4.5,0.24724926,-0.35392868,0.010497999,0.102459744,2.438595365,-0.078167343,0.066240967,-0.078167343,-0.128167343,0.666240967
351,003o0000005Be6w,6,0.23473,-0.40448,352,0,4.5,0.24724926,-0.35392868,0.002712168,0.052078478,1.269192749,0.015470005,0.049727727,0.015470005,-0.034529995,0.649727727
352,003o0000005Be71,6,0.16953,-0.38505,353,0.5,4.5,0.24724926,-0.35392868,0.00700882,0.083718695,2.009959078,-0.035595667,0.075774458,-0.035595667,-0.085595667,0.675774458
353,003o0000005Be78,6,0.21307,-0.42007,354,1,4.5,0.24724926,-0.35392868,0.005542896,0.074450628,1.795237183,-0.016569827,0.07258331,-0.016569827,-0.066569827,0.67258331
354,003o0000005Be7Q,6,0.21092,-0.34643,355,1.5,4.5,0.24724926,-0.35392868,0.001376045,0.037095085,0.910590437,0.022749655,0.029300146,0.022749655,-0.027250345,0.629300146
355,003o0000005Be7R,6,0.10543,-0.3748,356,2,4.5,0.24724926,-0.35392868,0.020548315,0.143346833,3.348994491,-0.140274799,-0.02951771,-0.140274799,-0.190274799,0.57048229
356,003o0000005Be9x,6,0.07185,-0.52382,357,2.5,4.5,0.24724926,-0.35392868,0.059627961,0.244188372,5.462085182,0.166393972,-0.178720472,0.166393972,0.116393972,0.421279528
357,003o0000005Be8c,6,-0.0263,-0.42378,358,3,4.5,0.24724926,-0.35392868,0.079708405,0.282326769,6.216905403,0.281706862,-0.018698893,0.281706862,0.231706862,0.581301107
358,003o0000005Be8F,6,0.04237,-0.47808,359,3.5,4.5,0.24724926,-0.35392868,0.057389061,0.239560142,5.368914804,0.146219985,-0.189759789,0.146219985,0.096219985,0.410240211
359,003o0000005Be9R,6,0.0012,-0.38437,360,4,4.5,0.24724926,-0.35392868,0.061466912,0.247925215,5.53705861,0.182057328,-0.168291537,0.182057328,0.132057328,0.431708463
360,003o0000005Be8O,6,0.40927,-0.26551,361,4.5,4.5,0.24724926,-0.35392868,0.034068583,0.184576768,4.234638818,-0.084865152,-0.163910003,-0.084865152,-0.134865152,0.436089997
361,003o0000005Be8v,6,0.25119,-0.44038,362,5,4.5,0.24724926,-0.35392868,0.00748936,0.086541089,2.074983454,-0.041807643,0.075772562,-0.041807643,-0.091807643,0.675772562
362,003o0000005Be86,6,0.06838,-0.3661,363,5,4,0.24724926,-0.35392868,0.032142353,0.179282886,4.12266325,-0.099705147,-0.149000795,-0.099705147,-0.149705147,0.450999205
363,003o0000005Be7k,6,0.07254,-0.40305,364,5,3.5,0.24724926,-0.35392868,0.03293623,0.181483414,4.169269489,-0.09379228,-0.155368072,-0.09379228,-0.14379228,0.444631928
364,003o0000005Be9s,6,0.3019,-0.43868,365,5,3,0.24724926,-0.35392868,0.01016949,0.100843887,2.401926401,-0.07449273,0.067972956,-0.07449273,-0.12449273,0.667972956
365,003o0000005Be9v,6,0.17002,-0.33259,366,5,2.5,0.24724926,-0.35392868,0.006419698,0.080123017,1.926873484,-0.027930896,0.075097023,-0.027930896,-0.077930896,0.675097023
366,003o0000005Bdze,6,0.01102,-0.41549,367,5,2,0.24724926,-0.35392868,0.059594059,0.244118945,5.460690121,0.166097246,-0.178901549,0.166097246,0.116097246,0.421098451
367,003o0000005Be7h,6,0.17334,-0.20113,368,5,1.5,0.24724926,-0.35392868,0.028810015,0.169735133,3.919433525,-0.12092446,-0.119110412,-0.12092446,-0.17092446,0.480889588
368,003o0000005Be9y,6,0.44426,-0.40301,369,5,1,0.24724926,-0.35392868,0.041222208,0.203032529,4.621136904,-0.018501438,-0.202187795,-0.018501438,-0.068501438,0.397812205
369,003o0000005EQKB,4,-0.40802,0.09889,370,5,0.5,-0.22501902,-0.16249634,0.101812177,0.319080205,6.923366989,0.255898255,0.190599739,2.255898255,0.905898255,1.940599739
370,003o0000005Be7M,4,-0.22669,0.13464,371,5,0,-0.22501902,-0.16249634,0.088292797,0.297141038,6.504066037,0.289921958,0.065100345,2.289921958,0.939921958,1.815100345
371,003o0000005Be9F,4,-0.16016,-0.00916,372,5,-0.5,-0.22501902,-0.16249634,0.027718726,0.166489416,3.849968479,-0.12643532,-0.108318214,1.87356468,0.52356468,1.641681786
372,003o0000005Be9r,4,-0.18115,0.05723,373,5,-1,-0.22501902,-0.16249634,0.050204155,0.224062838,5.054388027,0.075144186,-0.211086491,2.075144186,0.725144186,1.538913509
373,003o0000005Be7i,4,-0.00616,-0.00284,374,5,-1.5,-0.22501902,-0.16249634,0.073389418,0.270904813,5.993227443,0.259596141,-0.077454896,2.259596141,0.909596141,1.672545104
374,003o0000005Be8i,4,-0.24263,-0.21869,375,5,-2,-0.22501902,-0.16249634,0.003467874,0.058888658,1.430498057,0.008234899,0.058310038,2.008234899,0.658234899,1.808310038
375,003o0000005Be9V,4,-0.10985,-0.06361,376,5,-2.5,-0.22501902,-0.16249634,0.023042411,0.151797271,3.533089163,-0.140312148,-0.057921607,1.859687852,0.509687852,1.692078393
376,003o0000005Be90,4,-0.00474,-0.05176,377,5,-3,-0.22501902,-0.16249634,0.060785384,0.24654692,5.509431612,0.176353172,-0.172293187,2.176353172,0.826353172,1.577706813
377,003o0000005Be9g,4,-0.01528,-0.37136,378,5,-3.5,-0.22501902,-0.16249634,0.087614485,0.295997441,6.482015582,0.290165787,0.058466239,2.290165787,0.940165787,1.808466239
378,003o0000005Be4Y,4,-0.0612,-0.44704,379,5,-4,-0.22501902,-0.16249634,0.107801766,0.328331792,7.098096584,0.225213597,0.238915469,2.225213597,0.875213597,1.988915469
379,003o0000005Be4I,4,-0.04774,-0.23253,380,5,-4.5,-0.22501902,-0.16249634,0.036332564,0.190611029,4.361666132,-0.065489516,-0.179007507,1.934510484,0.584510484,1.570992493
380,003o0000005Be4T,4,-0.02308,-0.25981,381,5,-5,-0.22501902,-0.16249634,0.050249316,0.224163593,5.05644573,0.075612365,-0.21102627,2.075612365,0.725612365,1.53897373
381,003o0000005BdzH,4,-0.01031,-0.28136,382,4.5,-5,-0.22501902,-0.16249634,0.060228533,0.245415022,5.486720631,0.171603616,-0.175444384,2.171603616,0.821603616,1.574555616
382,003o0000005BdzL,4,-0.11327,-0.32869,383,4,-5,-0.22501902,-0.16249634,0.040108176,0.200270258,4.563668653,-0.029674586,-0.198059574,1.970325414,0.620325414,1.551940426
383,003o0000005Bdx8,4,0.03089,-0.2711,384,3.5,-5,-0.22501902,-0.16249634,0.077284181,0.278000326,6.132415284,0.274846611,-0.0417555,2.274846611,0.924846611,1.7082445
384,003o0000005Be2S,4,-0.04826,-0.29192,385,3,-5,-0.22501902,-0.16249634,0.047994235,0.219075866,4.952327114,0.052061744,-0.212799929,2.052061744,0.702061744,1.537200071
385,003o0000005BdyO,4,0.00503,-0.20657,386,2.5,-5,-0.22501902,-0.16249634,0.054865039,0.234232874,5.261240554,0.122201123,-0.199829739,2.122201123,0.772201123,1.550170261
386,003o0000005BdzY,4,-0.01292,-0.32655,387,2,-5,-0.22501902,-0.16249634,0.071899598,0.268141003,5.938801279,0.252396727,-0.090528944,2.252396727,0.902396727,1.659471056
387,003o0000005Be4M,4,-0.06847,-0.2107,388,1.5,-5,-0.22501902,-0.16249634,0.026831189,0.163802285,3.792311911,-0.130329011,-0.099224682,1.869670989,0.519670989,1.650775318
388,003o0000005Be6p,4,-0.30878,0.34294,389,1,-5,-0.22501902,-0.16249634,0.262481796,0.512329772,10.34128393,-0.311802007,-0.406523436,1.688197993,0.338197993,1.343476564
389,003o0000005Be72,4,0.00377,-0.61065,390,0.5,-5,-0.22501902,-0.16249634,0.253186119,0.503176031,10.1895056,-0.363077207,-0.348369143,1.636922793,0.286922793,1.401630857
390,003o0000005Be8z,4,-0.43153,-0.12442,391,0,-5,-0.22501902,-0.16249634,0.044096593,0.209991887,4.765341362,0.011114375,-0.209697552,2.011114375,0.661114375,1.540302448
391,003o0000005Be7a,4,-0.51395,-0.0052,392,-0.5,-5,-0.22501902,-0.16249634,0.10822325,0.328973023,7.110162018,0.222748835,0.242087187,2.222748835,0.872748835,1.992087187
392,003o0000005Be9T,4,-0.38166,-0.09011,393,-1,-5,-0.22501902,-0.16249634,0.029776179,0.172557755,3.979686954,-0.115420548,-0.128274221,1.884579452,0.534579452,1.621725779
393,003o0000005Be99,4,0.00255,-0.13237,394,-1.5,-5,-0.22501902,-0.16249634,0.052695255,0.229554471,5.16629713,0.10065534,-0.206309859,2.10065534,0.75065534,1.543690141
394,003o0000005Be9Q,4,-0.62793,0.01905,395,-2,-5,-0.22501902,-0.16249634,0.195296331,0.441923445,9.149448702,-0.425278724,0.120142991,1.574721276,0.224721276,1.870142991
395,003o0000005Be7J,4,-0.47019,0.02559,396,-2.5,-5,-0.22501902,-0.16249634,0.095485281,0.309006927,6.731719462,0.278441113,0.133999355,2.278441113,0.928441113,1.883999355
396,003o0000005Be8t,4,-0.52373,-0.1049,397,-3,-5,-0.22501902,-0.16249634,0.092545588,0.304213063,6.639996059,0.285052372,0.106257863,2.285052372,0.935052372,1.856257863
397,003o0000005Be9N,4,-0.52392,-0.06847,398,-3.5,-5,-0.22501902,-0.16249634,0.098182748,0.313341265,6.814361852,0.270166502,0.15872243,2.270166502,0.920166502,1.90872243
398,003o0000005Be7y,4,0.05856,0.05152,399,-4,-5,-0.22501902,-0.16249634,0.126220054,0.355274618,7.600102602,0.089230962,0.343886449,2.089230962,0.739230962,2.093886449
399,003o0000005Be7r,4,-0.20104,-0.40302,400,-4.5,-5,-0.22501902,-0.16249634,0.058426624,0.241716,5.412357338,0.155711872,-0.184879521,2.155711872,0.805711872,1.565120479
400,003o0000005Be8k,4,-0.35967,-0.2749,401,-5,-5,-0.22501902,-0.16249634,0.030765469,0.175400881,4.040231627,-0.109217835,-0.137247709,1.890782165,0.540782165,1.612752291
401,003o0000005Be8y,4,-0.38425,-0.35133,402,-5,-4.5,-0.22501902,-0.16249634,0.061012656,0.247007401,5.518665043,0.178268825,-0.170976262,2.178268825,0.828268825,1.579023738
402,003o0000005Be9f,4,-0.3917,-0.1474,403,-5,-4,-0.22501902,-0.16249634,0.028010449,0.167363223,3.868688759,-0.125038366,-0.111246823,1.874961634,0.524961634,1.638753177
403,003o0000005Be9z,4,-0.4356,-0.06671,404,-5,-3.5,-0.22501902,-0.16249634,0.053519372,0.231342543,5.202626807,0.108924332,-0.204095228,2.108924332,0.758924332,1.545904772
404,003o0000005Be9X,4,-0.33327,-0.31295,405,-5,-3,-0.22501902,-0.16249634,0.034354578,0.185349881,4.250949736,-0.082524678,-0.165964623,1.917475322,0.567475322,1.584035377
405,003o0000005Be8n,4,-0.55385,-0.24887,406,-5,-2.5,-0.22501902,-0.16249634,0.115590223,0.339985621,7.316472084,0.174072066,0.292043042,2.174072066,0.824072066,2.042043042
406,003o0000005Be7g,4,-0.28324,-0.29889,407,-5,-2,-0.22501902,-0.16249634,0.021992913,0.148300078,3.457066383,-0.140981395,-0.046012599,1.859018605,0.509018605,1.703987401
407,003o0000005Be7G,4,-0.52476,-0.12889,408,-5,-1.5,-0.22501902,-0.16249634,0.090974041,0.301619033,6.590222493,0.287513282,0.091160044,2.287513282,0.937513282,1.841160044
408,003o0000005Be83,4,0.07383,-0.22269,409,-5,-1,-0.22501902,-0.16249634,0.092934013,0.304850805,6.652217719,0.284327275,0.109963695,2.284327275,0.934327275,1.859963695
409,003o0000005Be9o,4,-0.41141,-0.22675,410,-5,-0.5,-0.22501902,-0.16249634,0.03887013,0.197155092,4.498699633,-0.041810043,-0.192670835,1.958189957,0.608189957,1.557329165
