,idOriginal,newClusters,xs,ys,point,xVal,yVal,centerX,centerY,distNoSqrt,dist,theta,spiralX,spiralY
58,003o0000005EQMU,5,0.02213,0.40639000000000003,59.0,1.0,-2.0,-0.06329392,-0.0532988,0.2186110389536064,0.4675585941393938,9.590004994657981,-0.46119093191757243,-0.07690229691373004
59,003o0000005EQL9,5,-0.0581,0.34605,60.0,0.5,-2.0,-0.06329392,-0.0532988,0.15950644086640642,0.39938257456529874,8.400778029411384,-0.20766032753184344,0.3411504495611488
60,003o0000005Cuit,5,-0.0125,0.41151000000000004,61.0,0.0,-2.0,-0.06329392,-0.0532988,0.21862724286640642,0.46757592203449316,9.590300175253692,-0.4611853028250951,-0.07704128324821519
61,003o0000005EQLM,5,-0.09961,0.49375,62.0,-0.5,-2.0,-0.06329392,-0.0532988,0.30058124724800644,0.5482529044592527,10.928178419924379,-0.03692201414926621,-0.5470082377068629
62,003o0000005CufL,5,0.00911,0.33566,63.0,-1.0,-2.0,-0.06329392,-0.0532988,0.1565312757288064,0.39564033632682905,8.333833310281431,-0.18264641493306058,0.3509580642197963
63,003o0000005EQHu,5,-0.06792000000000001,0.45865,64.0,-1.5,-2.0,-0.06329392,-0.0532988,0.2621129744376064,0.5119697007026943,10.335330958468967,-0.31399565686712655,-0.40437569401014706
64,003o0000005EQNO,5,-0.06162,0.31335999999999997,65.0,-2.0,-2.0,-0.06329392,-0.0532988,0.13444147762560638,0.36666262098229535,7.809293119522845,0.016380154531792587,0.3662965576730431
65,003o0000005EQOQ,5,0.07975,0.39371999999999996,66.0,-2.0,-1.5,-0.06329392,-0.0532988,0.22028737060240636,0.4693478141020861,9.620465961664399,-0.46038990077712133,-0.09126066986845273
66,003o0000005EQNK,5,-0.0388,0.19932,67.0,-2.0,-1.0,-0.06329392,-0.0532988,0.06441621023040639,0.2538034874275891,5.654543033505389,0.2052830271965505,-0.1492484136445902
67,003o0000005EQHY,5,-0.05766,0.52681,68.0,-2.0,-0.5,-0.06329392,-0.0532988,0.33655796089200635,0.5801361572010543,11.43777546924226,0.2482576392743789,-0.5243339636471385
68,003o0000005Beul,5,-0.07514,0.42873999999999995,69.0,-2.0,0.0,-0.06329392,-0.0532988,0.23250173431680635,0.4821843364490455,9.837922567693926,-0.44161470649417095,-0.19359283386756224
69,003o0000005EQLv,5,-0.103,0.39173,70.0,-2.0,0.5,-0.06329392,-0.0532988,0.19962720561840638,0.446796604304919,9.233796851367604,-0.4386731590130363,0.08481194007879887
70,003o0000005EQHN,5,-0.06196,0.39613000000000004,71.0,-2.0,1.0,-0.06329392,-0.0532988,0.2019880256120064,0.44943077955565797,9.279272838366603,-0.44468155160026995,0.06516397224220509
71,003o0000005EQNo,5,-0.31544,0.29534,72.0,-2.0,1.5,-0.06329392,-0.0532988,0.18512665852480636,0.4302634757039068,8.946466901102287,-0.38197654393072633,0.19804186025066586
72,003o0000005EQLP,5,-0.09671,0.1979,73.0,-2.0,2.0,-0.06329392,-0.0532988,0.0642174715240064,0.253411664143556,5.646729119191384,0.20379545071771377,-0.15061502511625563
73,003o0000005EQ7e,5,-0.07121,0.27046,74.0,-1.5,2.0,-0.06329392,-0.0532988,0.10488242490000636,0.3238555617864334,7.01370898143747,0.24121574397869305,0.21609578838286503
74,003o0000005Bees,5,-0.14151,0.33716,75.0,-1.0,2.0,-0.06329392,-0.0532988,0.1585758296680064,0.3982158079082326,8.379925023275398,-0.19991593116246675,0.3443972272470414
75,003o0000005EQJm,5,-0.11967,0.29869,76.0,-0.5,2.0,-0.06329392,-0.0532988,0.1270743777216064,0.3564749328095966,7.622234340784882,0.08187461192766264,0.3469451334768958
76,003o0000005EQNk,5,0.15561,0.47726999999999997,77.0,0.0,2.0,-0.06329392,-0.0532988,0.32942217772480636,0.5739531145701767,11.339759052800623,0.19366863643814985,-0.5402912519974705
77,003o0000005EQMF,5,0.16316,0.31285999999999997,78.0,0.5,2.0,-0.06329392,-0.0532988,0.18535364470080637,0.4305271706882231,8.95107567919298,-0.3831198732776497,0.19639961150807825
78,003o0000005Beng,5,0.13517,0.45893,79.0,1.0,2.0,-0.06329392,-0.0532988,0.30176627109120646,0.5493325687515773,10.945605934764306,-0.02743782231462006,-0.5486469146890719
79,003o0000005EQKo,5,0.07876,0.32757,80.0,1.5,2.0,-0.06329392,-0.0532988,0.16524035900080636,0.40649767404107784,8.52756738062921,-0.2535702307183732,0.31771448990286444
80,003o0000005EQNm,5,0.18483,0.34694,81.0,2.0,2.0,-0.06329392,-0.0532988,0.22175657670160642,0.4709103701359808,9.647037712903316,-0.45932682888280685,-0.10380482151649356
81,003o0000005EQOZ,5,0.04336,0.42015,82.0,2.5,2.0,-0.06329392,-0.0532988,0.2355288248728064,0.48531312044164476,9.890640138600553,-0.43359554006442597,-0.21799938648777242
82,003o0000005CugI,5,0.18007,0.41134,83.0,2.5,1.5,-0.06329392,-0.0532988,0.2751152120232064,0.5245142629359152,10.541896080368723,-0.22988128680121225,-0.47145498830940924
83,003o0000005CugE,5,-0.043230000000000005,0.29247,84.0,2.5,1.0,-0.06329392,-0.0532988,0.1199586239392064,0.3463504351653198,7.434938758921674,0.14092525614806914,0.31638377979727017
84,003o0000005Beut,5,0.006409999999999999,0.36491999999999997,85.0,2.5,0.5,-0.06329392,-0.0532988,0.17976560113680637,0.4239877370122942,8.836530032600844,-0.35272141382527716,0.2352726192439399
85,003o0000005EQJd,5,0.08739,0.5200600000000001,86.0,2.5,0.0,-0.06329392,-0.0532988,0.35144595728400646,0.5928287756882307,11.637788492681633,0.35508664021807135,-0.47472037582417764
86,003o0000005EQMl,5,0.136,0.28103,87.0,2.5,-0.5,-0.06329392,-0.0532988,0.1514938130584064,0.38922206137166276,8.21859805980055,-0.13879306948173922,0.363634840083075
87,003o0000005Beei,5,0.03642,0.35824,88.0,2.5,-1.0,-0.06329392,-0.0532988,0.17930704974720638,0.42344663152185585,8.827028400132482,-0.3500227715188383,0.2383088524698095
88,003o0000005EQJk,5,-0.11349000000000001,0.21108000000000002,89.0,2.5,-1.5,-0.06329392,-0.0532988,0.0724157963368064,0.26910183265226273,5.957735797239097,0.2549758965781424,-0.08604120234503256
89,003o0000005EQKz,5,0.16917000000000001,0.58072,90.0,2.5,-2.0,-0.06329392,-0.0532988,0.4560193128552064,0.6752920204290929,12.899687265904092,0.6381255712805738,0.22094132282813858
90,003o0000005EQMR,5,0.12742,0.5380699999999999,91.0,2.5,-2.5,-0.06329392,-0.0532988,0.38608885689520633,0.6213604886820583,12.08164011578594,0.5497801088433732,-0.28953529804736233
91,003o0000005EQJw,5,0.11988,0.46584,92.0,2.0,-2.5,-0.06329392,-0.0532988,0.3030577786336064,0.5505068379535412,10.964546742723481,-0.017078135080888682,-0.5502418703949794
92,003o0000005EQKn,5,-0.38635,0.30521,93.0,1.5,-2.5,-0.06329392,-0.0532988,0.23289379050240638,0.4825907070203553,9.844775879798496,-0.4406486467732048,-0.19678048836038042
93,003o0000005CueB,5,0.09919,0.46371,94.0,1.0,-2.5,-0.06329392,-0.0532988,0.2936991235360064,0.5419401475587562,10.826036489377106,-0.0914398225243289,-0.5341702747183951
94,003o000000FIU6B,5,0.17902,0.49204,95.0,0.5,-2.5,-0.06329392,-0.0532988,0.3561104426112064,0.5967498995485516,11.69925626374046,0.3861147561766464,-0.45500092051978897
95,003o0000005EQLO,5,0.10494,0.39713000000000004,96.0,0.0,-2.5,-0.06329392,-0.0532988,0.2311887557080064,0.4808209185424511,9.814915217293088,-0.44469052869825537,-0.18286358137713626
96,003o0000005EQIh,5,0.046669999999999996,0.29228000000000004,97.0,-0.5,-2.5,-0.06329392,-0.0532988,0.1315167707112064,0.3626524103204147,7.7358275521234106,0.04274923435592478,0.3601239698675841
97,003o0000005EQId,5,-0.24136999999999997,0.40864,98.0,-1.0,-2.5,-0.06329392,-0.0532988,0.24509854521360636,0.49507428252092267,10.054397322831038,-0.40014463077935386,-0.29151812923394815
98,003o0000005Culm,5,-0.01899,0.54063,99.0,-1.5,-2.5,-0.06329392,-0.0532988,0.35471425679680646,0.5955789257493976,11.680915830850338,0.37696421978094496,-0.46109894144505464
99,003o0000005Beed,5,-0.12878,0.38664,100.0,-2.0,-2.5,-0.06329392,-0.0532988,0.19783457441920635,0.4447859872109354,9.199030121482025,-0.43350042648546394,0.09955879999340705
100,003o0000005CurG,5,0.05171,0.21215,101.0,-2.5,-2.5,-0.06329392,-0.0532988,0.0836889670368064,0.28929045445158813,6.352300793495548,0.28859976638273066,0.01997853549787035
101,003o0000005Be7e,5,0.012759999999999999,0.17067000000000002,102.0,-2.5,-2.0,-0.06329392,-0.0532988,0.05594622212080641,0.23652953752291997,5.307717392571281,0.13264119922693948,-0.19583803100635422
102,003o0000005Be8H,5,0.03245,0.19365,103.0,-2.5,-1.5,-0.06329392,-0.0532988,0.07015060803840639,0.26485960061588554,5.874028209111788,0.2429971583452025,-0.10537072209377221
103,003o0000005Be8L,5,-0.21049,0.24843,104.0,-2.5,-1.0,-0.06329392,-0.0532988,0.11270695471680642,0.3357185647485203,7.2367349448798235,0.19431125330351723,0.2737701436541662
104,003o0000005Be4N,5,-0.35385,0.31166,105.0,-2.5,-0.5,-0.06329392,-0.0532988,0.2176177613224064,0.46649518895955017,9.571883220058416,-0.4614568166583403,-0.06837666035978449
105,003o0000005Be9E,5,0.11823,0.16205999999999998,106.0,-2.5,0.0,-0.06329392,-0.0532988,0.07933034626960639,0.28165643303430227,6.203833240724686,0.28077013810976875,-0.022326571958717314
106,003o0000005BeA2,5,-0.04035,0.1112,107.0,-2.5,0.5,-0.06329392,-0.0532988,0.0275862786664064,0.16609117576321267,3.8414320052109194,-0.1270507257155877,-0.10697846400817737
107,003o0000005Be8K,5,-0.37606999999999996,0.39098,108.0,-2.5,1.0,-0.06329392,-0.0532988,0.2952125283496063,0.5433346375389723,10.848635612183134,-0.07954988927371265,-0.5374796214426613
108,003o0000005BeA0,5,-0.19368,0.31487,109.0,-2.5,1.5,-0.06329392,-0.0532988,0.15254879515120637,0.39057495458772873,8.242932450317491,-0.14811297758317776,0.3614019106516337
109,003o0000005Be9u,5,-0.4432,0.15335,110.0,-2.5,2.0,-0.06329392,-0.0532988,0.18703235616240638,0.43247237618419787,8.985047144494429,-0.39132967301328025,0.18410171965988126
110,003o0000005BeA1,5,-0.13857,0.21908000000000002,111.0,-2.5,2.5,-0.06329392,-0.0532988,0.07985669890960641,0.28258927599894235,6.2220226638853715,0.2820608760307392,-0.017273132963605102
111,003o0000005Be8J,5,-0.021240000000000002,0.23735,112.0,-2.0,2.5,-0.06329392,-0.0532988,0.08624525712880639,0.29367542820060105,6.437183408302713,0.29019998746318754,0.04504691338118694
112,003o0000005Be93,5,-0.09779,0.25823,113.0,-1.5,2.5,-0.06329392,-0.0532988,0.0982401727648064,0.31343288398763525,6.816105793991096,0.2699682024113231,0.15923988963700433
113,003o0000005Be8m,5,-0.053070000000000006,0.24545999999999998,114.0,-1.0,2.5,-0.06329392,-0.0532988,0.0893613491176064,0.298933686823025,6.538592174512241,0.28923645295275063,0.07552233709915004
114,003o0000005Be6f,5,0.06481,0.29675999999999997,115.0,-0.5,2.5,-0.06329392,-0.0532988,0.13895177777680637,0.37276236099800414,7.920625792193876,-0.024824048468917333,0.37193486579563795
115,003o0000005EQNd,5,-0.25856,0.15879000000000001,116.0,0.0,2.5,-0.06329392,-0.0532988,0.08311050108400642,0.28828891946102686,6.332872971968492,0.28793311959978807,0.014318509752783449
116,003o0000005EQMT,5,-0.21886,0.19975,117.0,0.5,2.5,-0.06329392,-0.0532988,0.0882345004280064,0.29704292691125705,6.502175046636295,0.2899487754629114,0.06453067515193504
117,003o0000005EQLA,5,-0.31818,-0.41147,118.0,1.0,2.5,-0.06329392,-0.0532988,0.19325352228720644,0.43960609901047376,9.109238345363448,-0.41790233212421307,0.13642273671331462
118,003o0000005Bebs,5,0.34818000000000005,0.54068,119.0,1.5,2.5,-0.06329392,-0.0532988,0.5221216016896064,0.7225798237493256,13.59557661578117,0.37248944882900503,0.6191713916200187
119,003o0000005Bes3,5,-0.44492,0.35599000000000003,120.0,2.0,2.5,-0.06329392,-0.0532988,0.3131557867416064,0.5596032404673925,11.1107863969898,0.06433053031440197,-0.5558933077588488
120,003o0000005Be9j,5,-0.36280999999999997,0.23121,121.0,2.5,2.5,-0.06329392,-0.0532988,0.17065513945600638,0.4131042718927104,8.644722391667045,-0.2936652746805147,0.2905440515701952
121,003o0000005Be8l,5,-0.32263000000000003,0.39161999999999997,122.0,3.0,2.5,-0.06329392,-0.0532988,0.2652079409832064,0.5149834375814492,10.38511266530255,-0.29521207557661266,-0.4219689223354662
122,003o0000005Be9l,5,-0.32973,0.17833,123.0,3.0,2.0,-0.06329392,-0.0532988,0.1246400857152064,0.35304402801238033,7.5589222422077285,0.10266402975015833,0.33778718553353226
123,003o0000005Be85,5,-0.5088199999999999,0.22557,124.0,3.0,1.5,-0.06329392,-0.0532988,0.27626129557360635,0.5256056464438014,10.559786910678502,-0.22187092565872568,-0.4764814665031018
124,003o0000005Be9b,5,-0.46107,0.27414,125.0,3.0,1.0,-0.06329392,-0.0532988,0.2654419775656064,0.5152106147641043,10.38886122363176,-0.2937577597194578,-0.42325920683454904
125,003o0000005BegW,0,-0.35359,0.14892,126.0,3.0,0.5,-0.33214761,-0.11164283,0.06835276446652101,0.26144361622828166,5.806419807105474,0.23228844508960578,-0.11997850951055458
126,003o0000005EQHb,0,-0.21129,0.09416000000000001,127.0,3.0,0.0,-0.33214761,-0.11164283,0.05696136673092099,0.23866580553342992,5.35087092683539,0.14223936166861534,-0.19164897788150562
127,003o0000005EQJX,0,-0.4548,0.16852999999999999,128.0,3.0,-0.5,-0.33214761,-0.11164283,0.09354042344292099,0.3058437892828968,6.671235341416597,0.2831038922997454,0.11572644299232177
128,003o0000005EQMn,0,-0.38531,0.14194,129.0,3.0,-1.0,-0.33214761,-0.11164283,0.06713049138132102,0.25909552559108584,5.759840659067291,0.22441622157025937,-0.12949073664725705
129,003o0000005Befp,0,-0.47371,0.33744,130.0,3.0,-1.5,-0.33214761,-0.11164283,0.22171529846332105,0.47086653997000155,9.64629275216493,-0.4593612727275703,-0.1034529824675337
130,003o0000005Bevh,0,-0.41241000000000005,0.20784,131.0,3.0,-2.0,-0.33214761,-0.11164283,0.10851132991332102,0.32941057954067143,7.118391768141791,0.22104260881696072,0.24423655541444467
131,003o0000005Be9S,0,-0.55207,0.04011,132.0,3.0,-2.5,-0.33214761,-0.11164283,0.071394779036321,0.2671980146563986,5.920204383998497,0.24978807729449687,-0.0948719952242992
132,003o0000005Be91,0,-0.24120999999999998,-0.00575,133.0,3.0,-3.0,-0.33214761,-0.11164283,0.019482940357921,0.13958130375491196,3.2665229383891505,-0.1384934568400756,-0.017392606774348496
133,003o0000005Be7z,0,-0.49596999999999997,0.05268,134.0,2.5,-3.0,-0.33214761,-0.11164283,0.053839767924521,0.23203398010748555,5.216661149676203,0.11211193552331476,-0.20315186890042905
134,003o0000005Be8q,0,-0.38745999999999997,0.061860000000000005,135.0,2.0,-3.0,-0.33214761,-0.11164283,0.033162692505521,0.18210626706821761,4.1824454849944965,-0.09205191134859693,-0.15712777641967396
135,003o0000005Be9D,0,-0.19089,0.02259,136.0,1.5,-3.0,-0.33214761,-0.11164283,0.037972165032720995,0.1948644786325127,4.450819298758307,-0.05039140059389715,-0.18823621271930216
136,003o0000005Be6b,0,-0.17586,-0.27748,137.0,1.0,-3.0,-0.33214761,-0.11164283,0.051927783993121,0.22787668593588287,5.1321601515918935,0.09287148547486627,-0.2080929388009423
137,003o0000005Be6i,0,-0.38029,-0.023569999999999997,138.0,0.5,-3.0,-0.33214761,-0.11164283,0.010074513099121005,0.10037187404408171,2.3912047496312088,-0.07341443809672352,0.0684458426645721
138,003o0000005Be6k,0,-0.23999,0.03627,139.0,0.0,-3.0,-0.33214761,-0.11164283,0.030371230359520992,0.17427343561059727,4.016240091635727,-0.11175587729237642,-0.1337230505564852
