idOriginal,newClusters,xs,ys,point,xVal,yVal
003o0000005Be83,4,0.07382567,-0.222689974,409,-5,-1
003o0000005Be9o,4,-0.41141177,-0.226745742,410,-5,-0.5
003o0000005EQNB,2,0.22082696,-0.350560187,411,-5,0
003o0000005EQLK,2,0.278114902,-0.495704859,412,-5,0.5
003o0000005Be02,2,0.357619565,-0.312808169,413,-5,1
003o0000005Be3M,2,0.132290407,-0.170916721,414,-5,1.5
003o0000005Be0N,2,0.330484522,-0.098643115,415,-5,2
003o0000005Bes7,2,0.102384605,-0.153522529,416,-5,2.5
003o0000005EQJ1,2,0.303287797,-0.167712573,417,-5,3
003o0000005EQMc,2,0.405630566,0.019262945,418,-5,3.5
003o0000005EQMe,2,0.297170421,-0.104200362,419,-5,4
003o0000005EQMw,2,0.3181893,-0.0740783,420,-5,4.5
003o0000005EQN5,2,0.349688339,-0.065353717,421,-5,5
003o0000005Bdza,2,-0.014159903,-0.438155548,422,-4.5,5
003o0000005Be4O,2,0.068011967,-0.260450056,423,-4,5
003o0000005Be7u,2,0.322425927,-0.333817831,424,-3.5,5
003o0000005Be9a,2,0.014116376,-0.503050634,425,-3,5
003o0000005Be8M,2,0.239138598,-0.493476977,426,-2.5,5
003o0000005Be7m,2,-0.095282052,-0.346432328,427,-2,5
003o0000005Be6y,2,0.103598406,-0.504724665,428,-1.5,5
003o0000005Be8E,2,-0.154372721,-0.317965652,429,-1,5
003o0000005Be97,2,-0.126302531,-0.401495358,430,-0.5,5
003o0000005Be7c,2,-0.164598896,-0.466760634,431,0,5
003o0000005Be7t,2,0.470480913,-0.113625482,432,0.5,5
003o0000005Be9B,2,-0.142405938,-0.354699691,433,1,5
003o0000005Be7f,2,-0.099325695,-0.395696621,434,1.5,5
003o0000005Be70,2,-0.189267172,-0.442249361,435,2,5
003o0000005Be6z,2,0.030326098,-0.511548816,436,2.5,5
003o0000005Be6a,2,0.21204046,-0.466064781,437,3,5
003o0000005Be7S,2,-0.111340614,-0.273233891,438,3.5,5
003o0000005Be95,2,0.429244216,-0.397693726,439,4,5
003o0000005Be92,2,-0.116166843,-0.443646206,440,4.5,5
003o0000005Be8P,2,0.151593388,-0.255040334,441,5,5
003o0000005Be4X,3,0.589140414,0.085266947,442,5.5,5
003o0000005Be6j,3,0.558110413,0.016403696,443,5.5,4.5
003o0000005Be9i,3,0.50539583,0.169785392,444,5.5,4
003o0000005Be74,3,0.469648591,0.231663772,445,5.5,3.5
003o0000005Be6m,3,0.534478221,0.210436929,446,5.5,3
003o0000005Be6n,3,0.53861035,0.127769316,447,5.5,2.5
003o0000005Be6r,3,0.587577143,0.160434722,448,5.5,2
003o0000005Be6s,3,0.496164485,0.158794485,449,5.5,1.5
003o0000005Be7p,3,0.514686028,0.094134518,450,5.5,1
003o0000005Be9w,3,0.522974914,0.056502991,451,5.5,0.5
003o0000005Be9C,3,0.527229081,0.149926074,452,5.5,0
003o0000005Be9J,3,0.499469244,0.115317742,453,5.5,-0.5
003o0000005Be7U,3,0.280019874,0.357824285,454,5.5,-1
003o0000005Be7V,3,0.199243941,0.179941716,455,5.5,-1.5
003o0000005Be7W,3,0.205915829,0.290213447,456,5.5,-2
003o0000005Be7X,3,0.260240555,0.365518652,457,5.5,-2.5
003o0000005Be7Y,3,0.369701571,0.122791409,458,5.5,-3
003o0000005Be7Z,3,0.208862923,0.299218571,459,5.5,-3.5
003o0000005Be7b,3,0.197195175,0.27957734,460,5.5,-4
003o0000005BenK,3,0.281622115,0.386830085,461,5.5,-4.5
003o0000005Be7q,3,0.331078812,0.416851728,462,5.5,-5
003o0000005Be7w,3,0.224738103,0.314590621,463,5.5,-5.5
003o0000005Be81,3,0.265891886,0.349943266,464,5,-5.5
003o0000005Be8p,3,0.217452093,0.309777289,465,4.5,-5.5
003o0000005Be94,3,0.273809625,0.371091115,466,4,-5.5
